Animal Type,Sex,Intake Condition,Intake Type,Intake_Month,Season,Age_Months,Color_Simple,is_adopted
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,Other,0
DOG,Female,BEHAVIOR  SEVERE,OWNER SURRENDER,3,Spring,24.4,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,TORTIE,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,BRN TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,9,Fall,97.4,TAN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,BRN TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,GRAY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,12,Winter,0.3,BLUE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,GRAY TABBY,0
DOG,Neutered,NORMAL,STRAY,7,Summer,109.6,BROWN,1
CAT,Spayed,FERAL,STRAY,12,Winter,24.4,TORTIE,0
DOG,Neutered,NORMAL,STRAY,3,Spring,133.9,BR BRINDLE,0
DOG,Neutered,NORMAL,STRAY,3,Spring,51.1,WHITE,0
CAT,Male,ILL MILD,STRAY,11,Fall,73.1,WHITE,0
CAT,Neutered,I/I REPORT,STRAY,8,Summer,1.5,ORANGE,1
CAT,Female,FRACTIOUS,STRAY,3,Spring,121.7,BRN TABBY,0
DOG,Male,NORMAL,STRAY,2,Winter,60.9,WHITE,0
CAT,Female,ILL SEVERE,STRAY,8,Summer,182.6,Other,0
DOG,Male,AGED,STRAY,10,Fall,170.5,TAN,0
DOG,Male,NORMAL,OWNER SURRENDER,2,Winter,12.2,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,2.0,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,2.0,BRN TABBY,0
CAT,Male,NORMAL,STRAY,11,Fall,2.0,ORG TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,7,Summer,2.0,BRN TABBY,0
CAT,Unknown,FERAL,STRAY,7,Summer,36.5,GRAY TABBY,0
CAT,Female,ILL SEVERE,STRAY,11,Fall,36.5,BLACK,0
CAT,Female,NORMAL,STRAY,7,Summer,1.5,GRAY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,6,Summer,0.5,SEAL PT,0
DOG,Neutered,NORMAL,STRAY,10,Fall,12.2,TAN,1
CAT,Neutered,NORMAL,SAFE KEEP,3,Spring,60.9,ORG TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.4,BRN TABBY,0
DOG,Spayed,INJURED  SEVERE,STRAY,4,Spring,66.1,BLACK,0
CAT,Neutered,NORMAL,STRAY,7,Summer,11.3,GRAY TABBY,0
DOG,Male,NORMAL,STRAY,6,Summer,24.4,Other,0
CAT,Female,INJURED  SEVERE,STRAY,7,Summer,60.9,BLACK,0
DOG,Male,NORMAL,STRAY,10,Fall,36.5,WHITE,1
DOG,Male,NORMAL,STRAY,4,Spring,109.9,BLUE,0
DOG,Neutered,NORMAL,STRAY,12,Winter,36.5,BROWN,1
CAT,Spayed,ILL MILD,STRAY,11,Fall,1.4,GRAY,1
CAT,Male,ILL MILD,STRAY,11,Fall,1.4,TAN,0
CAT,Female,INJURED  SEVERE,STRAY,6,Summer,3.1,BRN TABBY,0
CAT,Spayed,ILL MILD,STRAY,11,Fall,1.4,GRAY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.7,ORG TABBY,0
CAT,Spayed,ILL MILD,STRAY,11,Fall,1.4,TAN,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,8,Summer,1.5,BLACK,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,SEAL PT,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.3,CALICO,0
CAT,Neutered,ILL MILD,STRAY,6,Summer,0.8,GRAY,0
CAT,Spayed,FERAL,STRAY,8,Summer,12.2,BLACK,0
CAT,Spayed,ILL MILD,STRAY,6,Summer,0.8,GRAY,0
DOG,Male,NORMAL,STRAY,2,Winter,64.5,BLACK,0
CAT,Neutered,ILL MILD,STRAY,6,Summer,0.8,BLACK,0
DOG,Female,NORMAL,STRAY,4,Spring,24.3,TAN,0
CAT,Male,ILL MODERATETE,STRAY,7,Summer,1.0,BLACK,0
CAT,Spayed,ILL MILD,STRAY,5,Spring,12.2,BLACK,1
CAT,Spayed,NORMAL,STRAY,3,Spring,24.4,Other,0
CAT,Male,INJURED  SEVERE,STRAY,1,Winter,1.0,BLACK,0
CAT,Male,NORMAL,STRAY,6,Summer,2.0,GRAY TABBY,0
DOG,Spayed,NORMAL,STRAY,1,Winter,10.2,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,BLACK,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",4,Spring,12.1,Other,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,4,Spring,0.5,BLACK,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",4,Spring,2.0,BRN TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,4,Spring,0.5,BRN TABBY,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",4,Spring,2.0,BLACK,0
DOG,Neutered,NORMAL,STRAY,3,Spring,5.0,BR BRINDLE,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",2,Winter,2.0,GRAY TABBY,0
DOG,Male,ILL MODERATETE,STRAY,7,Summer,73.1,WHITE,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",11,Fall,12.1,BLACK,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",11,Fall,6.1,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,10,Fall,1.0,BLACK,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",11,Fall,6.1,BLACK,0
CAT,Neutered,NORMAL,STRAY,11,Fall,1.5,BROWN,1
DOG,Neutered,NORMAL,STRAY,10,Fall,73.1,TAN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.7,BLACK,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,12,Winter,2.0,GRAY TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.4,Other,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,BLACK,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.4,BRN TABBY,1
CAT,Neutered,NORMAL,"TRAP, NEUTER, RETURN",6,Summer,36.5,ORG TABBY,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",6,Summer,36.5,TORTIE,0
DOG,Male,ILL MILD,OWNER SURRENDER,4,Spring,146.1,BLACK,0
CAT,Neutered,NORMAL,"TRAP, NEUTER, RETURN",6,Summer,36.5,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.9,BLACK,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",5,Spring,36.5,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.9,BRN TABBY,0
DOG,Female,ILL MILD,STRAY,3,Spring,109.6,Other,0
DOG,Neutered,NORMAL,STRAY,8,Summer,71.6,WHITE,1
DOG,Neutered,NORMAL,STRAY,8,Summer,36.5,TRICOLOR,0
DOG,Spayed,NORMAL,STRAY,1,Winter,141.9,TAN,0
CAT,Female,ILL MILD,STRAY,6,Summer,73.1,ORANGE,0
DOG,Neutered,NORMAL,STRAY,10,Fall,24.3,BROWN,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,GRAY,0
DOG,Spayed,NORMAL,STRAY,8,Summer,146.6,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,GRAY TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BRN TABBY,0
CAT,Unknown,ILL SEVERE,STRAY,2,Winter,60.9,ORANGE,0
DOG,Neutered,NORMAL,STRAY,12,Winter,4.1,BLACK,1
DOG,Male,INJURED  MODERATE,STRAY,8,Summer,36.4,TRICOLOR,0
DOG,Male,NORMAL,STRAY,2,Winter,4.1,BLACK,0
DOG,Male,NORMAL,STRAY,2,Winter,4.1,BLACK,0
DOG,Spayed,NORMAL,STRAY,5,Spring,48.7,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.2,BRN TABBY,0
CAT,Unknown,NORMAL,SAFE KEEP,3,Spring,2.0,BLACK,0
CAT,Spayed,NORMAL,STRAY,3,Spring,5.1,TORTIE DIL,1
DOG,Neutered,I/I REPORT,STRAY,11,Fall,48.3,TAN,0
DOG,Male,NORMAL,STRAY,8,Summer,73.0,WHITE,0
CAT,Neutered,ILL SEVERE,STRAY,8,Summer,83.4,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,GRAY TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.1,ORANGE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.6,ORG TABBY,0
DOG,Neutered,NORMAL,STRAY,11,Fall,9.1,BROWN,1
DOG,Spayed,NORMAL,STRAY,11,Fall,2.0,BROWN,1
DOG,Neutered,NORMAL,STRAY,9,Fall,6.1,BROWN,1
CAT,Male,FRACTIOUS,STRAY,8,Summer,2.0,BLACK,1
DOG,Neutered,ILL MILD,STRAY,4,Spring,60.9,FAWN,0
CAT,Female,INJURED  MODERATE,STRAY,11,Fall,36.5,ORG TABBY,0
CAT,Female,ILL MODERATETE,STRAY,5,Spring,1.0,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,4,Spring,111.5,TRICOLOR,0
DOG,Spayed,NORMAL,SAFE KEEP,2,Winter,121.8,TAN,1
CAT,Spayed,ILL MILD,STRAY,9,Fall,1.0,WHITE,1
CAT,Female,ILL MILD,STRAY,12,Winter,2.3,GRAY,0
CAT,Spayed,ILL MILD,STRAY,9,Fall,1.0,WHITE,1
CAT,Neutered,INJURED  MILD,STRAY,7,Summer,18.2,GRAY,1
CAT,Spayed,ILL MILD,STRAY,9,Fall,1.0,WHITE,1
CAT,Neutered,ILL MILD,STRAY,9,Fall,1.0,WHITE,1
CAT,Male,NORMAL,STRAY,2,Winter,3.1,GRAY TABBY,0
CAT,Neutered,NORMAL,STRAY,1,Winter,36.8,BRN TABBY,1
CAT,Female,NORMAL,STRAY,2,Winter,12.2,TORTIE,0
CAT,Neutered,NORMAL,"TRAP, NEUTER, RETURN",1,Winter,24.3,ORG TABBY,0
CAT,Unknown,NORMAL,STRAY,2,Winter,3.8,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.0,ORANGE,0
CAT,Spayed,FERAL,STRAY,1,Winter,24.4,BRN TABBY,0
CAT,Male,NORMAL,STRAY,6,Summer,2.0,BLACK,1
CAT,Neutered,FRACTIOUS,STRAY,1,Winter,36.5,GRAY,0
DOG,Spayed,INJURED  MILD,STRAY,6,Summer,48.7,Other,0
CAT,Neutered,FRACTIOUS,STRAY,2,Winter,48.7,GRAY,0
DOG,Male,NORMAL,STRAY,6,Summer,109.6,BROWN,0
CAT,Male,NORMAL,STRAY,3,Spring,8.1,Other,0
DOG,Spayed,NORMAL,STRAY,7,Summer,69.3,TRICOLOR,0
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,36.5,ORG TABBY,0
CAT,Spayed,NORMAL,STRAY,9,Fall,2.1,CALICO,1
CAT,Male,ILL MILD,STRAY,8,Summer,0.8,BLACK,0
DOG,Male,NORMAL,STRAY,1,Winter,12.2,BLACK,0
CAT,Male,ILL MILD,STRAY,8,Summer,0.8,Other,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,7,Summer,1.0,Other,0
CAT,Male,INJURED  SEVERE,STRAY,4,Spring,36.5,GRAY,0
CAT,Male,NORMAL,STRAY,5,Spring,12.2,GRAY TABBY,1
CAT,Female,NORMAL,STRAY,12,Winter,60.9,Other,0
CAT,Neutered,INJURED  MILD,STRAY,3,Spring,48.7,GRAY,0
CAT,Spayed,NORMAL,STRAY,8,Summer,5.8,Other,1
DOG,Female,ILL MODERATETE,STRAY,8,Summer,4.1,BLACK,0
DOG,Male,INJURED  SEVERE,STRAY,2,Winter,36.5,WHITE,0
DOG,Female,NORMAL,OWNER SURRENDER,3,Spring,36.5,WHITE,0
DOG,Male,NORMAL,OWNER SURRENDER,9,Fall,73.1,BLACK,0
DOG,Male,NORMAL,STRAY,6,Summer,85.2,TAN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BRN TABBY,0
DOG,Female,INJURED  MODERATE,OWNER SURRENDER,4,Spring,24.4,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BRN TABBY,0
DOG,Female,NORMAL,STRAY,1,Winter,60.9,WHITE,0
CAT,Female,NORMAL,STRAY,7,Summer,2.0,BRN TABBY,0
CAT,Female,ILL MILD,STRAY,1,Winter,2.0,CALICO,0
DOG,Neutered,NORMAL,STRAY,12,Winter,36.5,Other,1
DOG,Spayed,NORMAL,STRAY,3,Spring,17.2,Other,1
CAT,Neutered,ILL MILD,STRAY,8,Summer,1.0,BLACK,1
CAT,Neutered,INJURED  MILD,STRAY,9,Fall,97.4,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,8,Summer,24.4,BLACK,1
CAT,Male,NORMAL,STRAY,10,Fall,4.1,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,0.1,GRAY,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,3,Spring,0.1,GRAY,1
DOG,Female,NORMAL,STRAY,8,Summer,48.7,BROWN,1
CAT,Neutered,NORMAL,STRAY,10,Fall,1.0,GRAY,1
DOG,Male,NORMAL,STRAY,7,Summer,37.9,BLACK,0
DOG,Male,ILL MILD,STRAY,6,Summer,145.9,Other,0
DOG,Spayed,NORMAL,OWNER SURRENDER,4,Spring,6.1,BR BRINDLE,1
CAT,Spayed,ILL MILD,STRAY,8,Summer,1.5,WHITE,0
DOG,Female,NORMAL,STRAY,7,Summer,36.5,WHITE,0
CAT,Spayed,NORMAL,RETURN,6,Summer,37.9,GRAY TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,0.9,BLACK,0
DOG,Female,NORMAL,STRAY,7,Summer,48.7,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,3,Spring,1.1,BLACK,0
CAT,Neutered,ILL MILD,STRAY,6,Summer,1.5,WHITE,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,3,Spring,1.1,BLACK,0
DOG,Neutered,NORMAL,STRAY,5,Spring,24.4,BROWN,1
CAT,Spayed,NORMAL,STRAY,6,Summer,36.5,Other,0
CAT,Male,INJURED  SEVERE,STRAY,8,Summer,24.3,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,1.0,ORANGE,0
CAT,Neutered,FRACTIOUS,STRAY,2,Winter,60.9,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,1.0,ORANGE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BLACK,0
DOG,Male,INJURED  MODERATE,STRAY,3,Spring,121.7,BLACK,0
CAT,Neutered,INJURED  MODERATE,STRAY,9,Fall,36.5,BLACK,1
CAT,Male,NORMAL,STRAY,10,Fall,1.4,BLACK,0
DOG,Female,NORMAL,STRAY,11,Fall,2.0,WHITE,0
DOG,Neutered,NORMAL,STRAY,1,Winter,177.9,BROWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,11,Fall,1.2,WHITE,0
DOG,Neutered,NORMAL,STRAY,10,Fall,24.4,TAN,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.5,CALICO,0
DOG,Male,NORMAL,STRAY,11,Fall,60.9,WHITE,0
DOG,Neutered,INJURED  SEVERE,STRAY,10,Fall,97.4,TAN,0
DOG,Spayed,AGED,STRAY,1,Winter,143.2,RED,0
DOG,Male,NORMAL,STRAY,12,Winter,36.5,BR BRINDLE,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",7,Summer,12.2,CALICO,0
DOG,Male,NORMAL,STRAY,4,Spring,24.3,BLACK,0
DOG,Female,NORMAL,STRAY,2,Winter,5.1,BLACK,0
DOG,Female,NORMAL,STRAY,2,Winter,5.1,BLACK,0
CAT,Neutered,INJURED  MODERATE,STRAY,10,Fall,36.5,BLACK,0
CAT,Female,NORMAL,STRAY,7,Summer,2.0,ORG TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,ORG TABBY,0
CAT,Spayed,NORMAL,STRAY,9,Fall,36.5,CALICO,0
CAT,Male,ILL MODERATETE,STRAY,7,Summer,0.7,GRAY TABBY,0
DOG,Neutered,NORMAL,CONFISCATE,6,Summer,24.4,TAN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.3,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,0.7,BLACK,1
CAT,Male,NORMAL,STRAY,10,Fall,2.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,ORG TABBY,0
DOG,Male,NORMAL,STRAY,2,Winter,24.3,WHITE,0
DOG,Neutered,NORMAL,OWNER SURRENDER,1,Winter,6.1,BLACK,1
DOG,Female,NORMAL,STRAY,2,Winter,122.5,TAN,0
CAT,Female,NORMAL,STRAY,7,Summer,36.5,WHITE,0
DOG,Neutered,NORMAL,STRAY,12,Winter,12.2,WHITE,1
DOG,Spayed,NORMAL,WELFARE SEIZED,9,Fall,31.9,WHITE,0
CAT,Female,NORMAL,STRAY,4,Spring,3.4,WHITE,0
DOG,Neutered,NORMAL,WELFARE SEIZED,9,Fall,17.0,BLACK,0
DOG,Spayed,NORMAL,STRAY,4,Spring,24.3,TAN,1
CAT,Unknown,NORMAL,STRAY,3,Spring,2.0,GRAY,0
DOG,Spayed,WELFARE SEIZURES,WELFARE SEIZED,10,Fall,107.9,WHITE,0
CAT,Neutered,NORMAL,STRAY,1,Winter,2.5,Other,1
DOG,Female,ILL MODERATETE,STRAY,8,Summer,6.0,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,6,Summer,0.5,BRN TABBY,1
DOG,Spayed,ILL MILD,STRAY,5,Spring,119.9,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,6,Summer,0.5,BRN TABBY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.7,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,OWNER SURRENDER,11,Fall,1.5,LYNX PT,0
DOG,Male,INJURED  MODERATE,STRAY,1,Winter,48.7,BR BRINDLE,0
CAT,Male,INJURED  SEVERE,STRAY,9,Fall,81.6,ORG TABBY,0
DOG,Male,NORMAL,STRAY,3,Spring,3.0,WHITE,0
DOG,Neutered,NORMAL,STRAY,10,Fall,60.9,BROWN,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,GRAY,0
CAT,Spayed,NORMAL,OWNER SURRENDER,5,Spring,9.4,BRN TABBY,1
DOG,Male,UNDER AGE/WEIGHT,STRAY,11,Fall,1.6,GRAY,0
DOG,Spayed,NORMAL,STRAY,2,Winter,3.1,WHITE,1
DOG,Spayed,NORMAL,STRAY,10,Fall,182.6,WHITE,0
CAT,Neutered,FERAL,STRAY,8,Summer,36.5,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,-0.0,GRAY,0
DOG,Neutered,NORMAL,QUARANTINE,5,Spring,117.9,BLUE,0
DOG,Female,NORMAL,STRAY,11,Fall,48.7,RED,0
CAT,Neutered,NORMAL,STRAY,6,Summer,1.8,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,7,Summer,108.8,WHITE,0
DOG,Neutered,NORMAL,STRAY,7,Summer,36.5,BROWN,1
DOG,Female,NORMAL,STRAY,6,Summer,60.9,WHITE,0
CAT,Unknown,ILL MODERATETE,STRAY,3,Spring,36.5,BROWN,0
DOG,Male,NORMAL,STRAY,7,Summer,48.7,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.2,BRN TABBY,0
CAT,Female,FERAL,STRAY,7,Summer,1.0,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.7,ORG TABBY,0
DOG,Male,NORMAL,STRAY,8,Summer,9.1,BLACK,0
CAT,Unknown,NORMAL,STRAY,6,Summer,24.3,TORTIE,0
CAT,Neutered,NORMAL,STRAY,3,Spring,36.5,GRAY TABBY,0
DOG,Spayed,NORMAL,OWNER SURRENDER,11,Fall,86.5,WHITE,0
DOG,Spayed,NORMAL,RETURN,2,Winter,26.4,Other,1
DOG,Female,INJURED  MILD,STRAY,12,Winter,48.9,WHITE,0
DOG,Neutered,NORMAL,STRAY,5,Spring,182.6,CREAM,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,2.0,BRN TABBY,0
CAT,Unknown,NORMAL,STRAY,6,Summer,1.0,GRAY,0
CAT,Spayed,ILL MILD,STRAY,8,Summer,1.3,Other,0
DOG,Neutered,NORMAL,OWNER SURRENDER,1,Winter,14.3,BLACK,1
DOG,Female,NORMAL,STRAY,2,Winter,24.4,WHITE,1
CAT,Unknown,NORMAL,STRAY,8,Summer,1.0,GRAY,0
DOG,Male,NORMAL,WELFARE SEIZED,6,Summer,85.2,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,7,Summer,1.0,ORG TABBY,0
DOG,Male,NORMAL,WELFARE SEIZED,6,Summer,12.2,BLACK,0
CAT,Neutered,FRACTIOUS,STRAY,6,Summer,109.6,ORANGE,0
DOG,Spayed,NORMAL,STRAY,8,Summer,109.6,BROWN,0
CAT,Neutered,INJURED  MILD,STRAY,11,Fall,109.6,GRAY,0
DOG,Female,NORMAL,STRAY,2,Winter,7.2,BLACK,0
DOG,Female,AGED,STRAY,11,Fall,121.8,BLACK,0
DOG,Male,NORMAL,STRAY,10,Fall,36.5,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BRN TABBY,0
CAT,Neutered,NORMAL,RETURN,12,Winter,25.9,GRAY,1
CAT,Male,NORMAL,STRAY,10,Fall,2.0,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,Other,0
CAT,Neutered,NORMAL,STRAY,10,Fall,2.0,BRN TABBY,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,Other,0
DOG,Spayed,NORMAL,STRAY,11,Fall,48.7,BROWN,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,WHITE,0
DOG,Neutered,NORMAL,STRAY,1,Winter,12.2,BLACK,0
DOG,Male,NORMAL,STRAY,5,Spring,17.2,TAN,1
DOG,Neutered,NORMAL,STRAY,5,Spring,60.9,GRAY,0
DOG,Female,NORMAL,STRAY,6,Summer,12.2,TAN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.4,WHITE,1
DOG,Female,ILL MILD,STRAY,9,Fall,24.4,WHITE,0
DOG,Spayed,NORMAL,STRAY,12,Winter,12.2,BLACK,1
DOG,Neutered,NORMAL,STRAY,7,Summer,12.1,TAN,1
DOG,Male,INJURED  SEVERE,STRAY,3,Spring,118.0,WHITE,0
CAT,Spayed,NORMAL,STRAY,10,Fall,2.0,GRAY TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,7,Summer,1.5,ORG TABBY,0
DOG,Spayed,NORMAL,STRAY,3,Spring,6.0,TAN,1
DOG,Spayed,NORMAL,STRAY,1,Winter,36.5,GRAY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.0,WHITE,0
CAT,Spayed,ILL MILD,STRAY,7,Summer,1.9,GRAY TABBY,1
DOG,Male,NORMAL,STRAY,1,Winter,7.1,BLACK,0
DOG,Female,NORMAL,STRAY,4,Spring,60.9,WHITE,0
DOG,Spayed,NORMAL,STRAY,6,Summer,24.4,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,0
CAT,Spayed,NORMAL,CONFISCATE,10,Fall,60.9,BLACK,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,0
CAT,Spayed,NORMAL,STRAY,3,Spring,24.4,WHITE,0
DOG,Female,INJURED  MODERATE,STRAY,9,Fall,12.2,BLACK,0
DOG,Male,NORMAL,OWNER SURRENDER,1,Winter,36.5,GRAY,0
DOG,Spayed,NORMAL,STRAY,6,Summer,36.5,BROWN,0
DOG,Male,NORMAL,STRAY,6,Summer,36.5,GRAY,0
DOG,Spayed,ILL MILD,STRAY,2,Winter,3.1,WHITE,1
CAT,Neutered,ILL MODERATETE,STRAY,8,Summer,3.1,BRN TABBY,1
DOG,Spayed,INJURED  MILD,STRAY,7,Summer,24.3,TAN,1
CAT,Female,INJURED  SEVERE,STRAY,8,Summer,4.1,Other,0
DOG,Male,NORMAL,WELFARE SEIZED,7,Summer,32.7,BR BRINDLE,0
DOG,Neutered,NORMAL,STRAY,10,Fall,36.5,RED,1
DOG,Male,NORMAL,STRAY,6,Summer,24.4,TAN,0
DOG,Male,INJURED  SEVERE,STRAY,1,Winter,97.4,BLACK,0
DOG,Female,NORMAL,STRAY,1,Winter,8.2,WHITE,0
DOG,Male,NORMAL,STRAY,4,Spring,24.4,TAN,0
CAT,Male,INJURED  SEVERE,STRAY,5,Spring,2.0,BRN TABBY,0
DOG,Male,NORMAL,STRAY,12,Winter,85.2,BROWN,0
DOG,Female,NORMAL,WELFARE SEIZED,9,Fall,24.3,WHITE,0
CAT,Male,ILL MILD,STRAY,7,Summer,3.0,CALICO,0
DOG,Female,NORMAL,WELFARE SEIZED,9,Fall,6.1,BROWN,0
CAT,Spayed,FRACTIOUS,STRAY,1,Winter,5.1,BLACK,0
CAT,Neutered,ILL SEVERE,STRAY,5,Spring,48.7,BLACK,1
DOG,Neutered,NORMAL,STRAY,10,Fall,12.1,WHITE,1
DOG,Spayed,I/I REPORT,OWNER SURRENDER,7,Summer,82.0,WHITE,1
CAT,Spayed,NORMAL,OWNER SURRENDER,2,Winter,79.8,BLACK,1
DOG,Neutered,I/I REPORT,OWNER SURRENDER,7,Summer,82.0,BROWN,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,7,Summer,1.0,BRN TABBY,1
