Animal Type,Sex,Intake Condition,Intake Type,Intake_Month,Season,Age_Months,Color_Simple,is_adopted
DOG,Neutered,I/I REPORT,OWNER SURRENDER,7,Summer,82.0,WHITE,0
CAT,Neutered,ILL MODERATETE,STRAY,7,Summer,36.5,ORG TABBY,0
DOG,Spayed,NORMAL,STRAY,11,Fall,24.4,BROWN,0
DOG,Spayed,NORMAL,STRAY,9,Fall,12.2,BROWN,0
DOG,Neutered,NORMAL,OWNER SURRENDER,3,Spring,69.2,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.5,BRN TABBY,0
CAT,Spayed,NORMAL,OWNER SURRENDER,7,Summer,60.9,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.5,BRN TABBY,0
CAT,Spayed,NORMAL,OWNER SURRENDER,7,Summer,60.9,GRAY,0
CAT,Neutered,NORMAL,STRAY,5,Spring,2.0,GRAY TABBY,1
DOG,Neutered,NORMAL,STRAY,6,Summer,12.2,WHITE,1
CAT,Spayed,NORMAL,STRAY,11,Fall,2.0,TORTIE,0
CAT,Spayed,NORMAL,STRAY,11,Fall,2.0,SEAL PT,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,11,Fall,2.0,BRN TABBY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.8,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,11,Fall,2.0,BRN TABBY,0
CAT,Neutered,NORMAL,STRAY,11,Fall,2.0,BRN TABBY,1
DOG,Neutered,NORMAL,STRAY,5,Spring,7.1,WHITE,1
CAT,Male,NORMAL,STRAY,11,Fall,2.0,ORG TABBY,0
DOG,Neutered,NORMAL,STRAY,12,Winter,32.2,BLACK,0
CAT,Spayed,NORMAL,STRAY,9,Fall,1.0,BRN TABBY,1
DOG,Neutered,NORMAL,OWNER SURRENDER,6,Summer,118.6,BLACK,1
CAT,Female,NORMAL,STRAY,9,Fall,1.0,BRN TABBY,1
CAT,Neutered,NORMAL,STRAY,11,Fall,48.7,ORG TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.2,ORANGE,0
DOG,Male,FRACTIOUS,OWNER SURRENDER,5,Spring,12.2,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.2,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,6,Summer,0.4,TORTIE,1
CAT,Neutered,NORMAL,SAFE KEEP,3,Spring,85.2,BRN TABBY,0
CAT,Spayed,NORMAL,STRAY,7,Summer,2.0,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,1.8,Other,0
CAT,Spayed,NORMAL,STRAY,7,Summer,2.0,BRN TABBY,1
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,12.2,GRAY,0
CAT,Neutered,NORMAL,STRAY,7,Summer,2.0,BLACK,1
CAT,Spayed,FRACTIOUS,STRAY,3,Spring,6.0,GRAY,0
DOG,Female,UNDER AGE/WEIGHT,OWNER SURRENDER,5,Spring,36.5,GRAY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.7,ORG TABBY,0
DOG,Male,UNDER AGE/WEIGHT,OWNER SURRENDER,5,Spring,36.5,BLACK,0
CAT,Female,ILL MILD,STRAY,3,Spring,1.3,BLACK,0
DOG,Spayed,ILL MODERATETE,STRAY,7,Summer,10.1,WHITE,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,BLACK,0
DOG,Neutered,NORMAL,OWNER SURRENDER,11,Fall,122.1,RED,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,BLACK,0
DOG,Female,INJURED  MODERATE,STRAY,10,Fall,48.7,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,BLACK,0
DOG,Female,NORMAL,STRAY,5,Spring,109.6,BR BRINDLE,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,SEAL PT,0
DOG,Male,ILL MILD,STRAY,6,Summer,12.2,BROWN,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,SEAL PT,0
CAT,Neutered,INJURED  MODERATE,STRAY,4,Spring,36.5,ORANGE,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,1.2,SEAL PT,0
CAT,Unknown,INJURED  MODERATE,STRAY,6,Summer,0.7,GRAY TABBY,0
CAT,Female,NORMAL,STRAY,5,Spring,2.0,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,5,Spring,10.1,BLACK,1
CAT,Male,NORMAL,STRAY,5,Spring,2.0,SEAL PT,0
CAT,Male,ILL MODERATETE,STRAY,4,Spring,24.3,BRN TABBY,0
CAT,Unknown,FERAL,STRAY,6,Summer,2.0,Other,0
CAT,Spayed,ILL MILD,"TRAP, NEUTER, RETURN",2,Winter,12.2,WHITE,0
DOG,Male,NORMAL,STRAY,9,Fall,12.2,Other,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",3,Spring,2.0,GRAY TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.2,BLACK,0
CAT,Neutered,NORMAL,"TRAP, NEUTER, RETURN",4,Spring,24.3,Other,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",2,Winter,12.1,BLACK,0
CAT,Male,ILL SEVERE,CONFISCATE,4,Spring,85.2,BLACK,0
CAT,Neutered,NORMAL,"TRAP, NEUTER, RETURN",2,Winter,2.0,Other,0
CAT,Neutered,ILL SEVERE,CONFISCATE,4,Spring,194.4,ORG TABBY,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",2,Winter,2.0,SEAL PT,0
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",3,Spring,2.0,Other,0
DOG,Neutered,NORMAL,STRAY,12,Winter,9.2,WHITE,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",3,Spring,2.0,BRN TABBY,0
DOG,Neutered,NORMAL,OWNER SURRENDER,1,Winter,12.2,Other,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",1,Winter,12.1,BLACK,0
DOG,Neutered,INJURED  MODERATE,STRAY,4,Spring,121.7,WHITE,0
DOG,Neutered,NORMAL,STRAY,11,Fall,24.4,BLACK,0
DOG,Female,INJURED  MODERATE,STRAY,5,Spring,60.9,TAN,0
DOG,Spayed,INJURED  SEVERE,STRAY,5,Spring,121.7,WHITE,0
CAT,Neutered,ILL MODERATETE,STRAY,3,Spring,121.7,GRAY TABBY,0
DOG,Female,NORMAL,STRAY,8,Summer,12.2,TAN,1
DOG,Neutered,NORMAL,STRAY,2,Winter,73.0,GRAY,0
DOG,Male,INJURED  MODERATE,STRAY,7,Summer,36.5,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,12,Winter,2.0,GRAY TABBY,1
DOG,Female,INJURED  MILD,STRAY,10,Fall,73.0,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,11,Fall,1.0,ORG TABBY,1
DOG,Female,NORMAL,WELFARE SEIZED,8,Summer,38.9,BLACK,1
CAT,Spayed,NORMAL,"TRAP, NEUTER, RETURN",5,Spring,32.5,Other,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,2.0,GRAY TABBY,1
CAT,Female,INJURED  MODERATE,STRAY,6,Summer,8.1,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,ORG TABBY,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BLACK,0
CAT,Male,NORMAL,STRAY,4,Spring,12.2,BRN TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,2.0,BLACK,0
CAT,Male,INJURED  SEVERE,STRAY,5,Spring,36.5,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,2.0,BLACK,0
DOG,Spayed,NORMAL,STRAY,5,Spring,6.1,WHITE,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.5,BLACK,0
DOG,Neutered,NORMAL,STRAY,8,Summer,11.1,BROWN,1
CAT,Neutered,INJURED  MILD,STRAY,12,Winter,18.3,GRAY TABBY,1
CAT,Male,INJURED  SEVERE,STRAY,12,Winter,8.1,BLACK,0
DOG,Male,INJURED  SEVERE,STRAY,1,Winter,12.2,TAN,0
CAT,Male,INJURED  SEVERE,STRAY,4,Spring,2.0,SEAL PT,0
CAT,Neutered,NORMAL,STRAY,7,Summer,6.0,WHITE,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,GRAY TABBY,0
DOG,Female,NORMAL,STRAY,5,Spring,36.5,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.1,WHITE,0
CAT,Female,NORMAL,STRAY,12,Winter,12.2,LYNX PT,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,5,Spring,0.1,WHITE,0
CAT,Neutered,NORMAL,STRAY,3,Spring,2.0,GRAY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.6,ORG TABBY,0
DOG,Female,NORMAL,STRAY,1,Winter,48.7,Other,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.6,ORG TABBY,0
DOG,Spayed,NORMAL,STRAY,2,Winter,48.7,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,0.6,SEAL PT,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,10,Fall,1.1,BRN TABBY,0
CAT,Female,ILL MILD,STRAY,1,Winter,133.9,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,4,Spring,12.2,BROWN,1
CAT,Neutered,ILL MILD,STRAY,9,Fall,1.0,BLACK,1
DOG,Male,UNDER AGE/WEIGHT,STRAY,2,Winter,1.5,BR BRINDLE,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,ORANGE,1
CAT,Spayed,FRACTIOUS,STRAY,6,Summer,2.0,BRN TABBY,0
CAT,Neutered,NORMAL,STRAY,4,Spring,24.3,GRAY TABBY,1
DOG,Spayed,NORMAL,STRAY,7,Summer,12.2,GRAY,1
CAT,Neutered,NORMAL,STRAY,1,Winter,18.2,ORANGE,0
DOG,Spayed,NORMAL,CONFISCATE,8,Summer,64.9,WHITE,0
CAT,Neutered,NORMAL,STRAY,2,Winter,30.9,ORANGE,0
CAT,Spayed,FERAL,STRAY,1,Winter,24.4,BLACK,0
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,50.4,GRAY,0
CAT,Neutered,FRACTIOUS,STRAY,3,Spring,60.9,ORANGE,0
DOG,Female,NORMAL,STRAY,4,Spring,36.5,Other,0
CAT,Spayed,FRACTIOUS,STRAY,1,Winter,12.2,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,BLACK,0
CAT,Neutered,FRACTIOUS,STRAY,7,Summer,2.0,GRAY TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,1.0,SEAL PT,0
CAT,Spayed,ILL MODERATETE,STRAY,8,Summer,1.4,BLACK,0
DOG,Male,ILL MILD,STRAY,9,Fall,1.0,WHITE,0
CAT,Neutered,NORMAL,STRAY,8,Summer,4.1,BRN TABBY,1
DOG,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.8,WHITE,0
CAT,Unknown,ILL SEVERE,STRAY,5,Spring,1.0,GRAY TABBY,0
CAT,Male,NORMAL,STRAY,7,Summer,2.0,BLACK,1
DOG,Neutered,NORMAL,STRAY,1,Winter,28.7,WHITE,0
DOG,Male,INJURED  SEVERE,STRAY,4,Spring,12.2,BLACK,0
CAT,Neutered,NORMAL,WELFARE SEIZED,4,Spring,36.5,ORG TABBY,1
DOG,Neutered,NORMAL,STRAY,10,Fall,42.7,BLACK,0
DOG,Neutered,NORMAL,STRAY,2,Winter,4.0,TAN,1
CAT,Male,INJURED  MODERATE,STRAY,10,Fall,12.2,WHITE,0
DOG,Neutered,NORMAL,STRAY,6,Summer,146.2,BROWN,0
DOG,Neutered,INJURED  MILD,STRAY,7,Summer,36.5,WHITE,1
DOG,Female,UNDER AGE/WEIGHT,STRAY,1,Winter,8.2,BLACK,0
DOG,Female,NORMAL,STRAY,10,Fall,29.4,TAN,1
DOG,Spayed,NORMAL,STRAY,10,Fall,73.0,BLACK,1
CAT,Spayed,INJURED  MILD,STRAY,8,Summer,60.9,BRN TABBY,0
CAT,Female,NORMAL,STRAY,10,Fall,1.0,BROWN,1
DOG,Neutered,NORMAL,STRAY,7,Summer,22.0,BLACK,1
CAT,Neutered,NORMAL,STRAY,5,Spring,2.0,BRN TABBY,1
CAT,Male,NORMAL,STRAY,9,Fall,2.1,ORG TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.3,GRAY,0
DOG,Neutered,INJURED  MILD,STRAY,4,Spring,30.4,WHITE,0
CAT,Female,INJURED  SEVERE,STRAY,10,Fall,1.0,CALICO,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,4,Spring,0.5,Other,1
DOG,Neutered,NORMAL,STRAY,10,Fall,181.6,BROWN,0
DOG,Neutered,NORMAL,STRAY,4,Spring,4.1,BLACK,1
DOG,Male,NORMAL,STRAY,9,Fall,48.7,TAN,0
DOG,Male,INJURED  MILD,STRAY,7,Summer,10.1,WHITE,1
CAT,Male,ILL SEVERE,STRAY,8,Summer,3.1,ORG TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,1.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,5,Spring,0.1,WHITE,0
DOG,Neutered,NORMAL,STRAY,5,Spring,12.2,TRICOLOR,1
CAT,Spayed,INJURED  MODERATE,STRAY,8,Summer,24.3,GRAY,0
DOG,Female,INJURED  MILD,STRAY,2,Winter,36.5,Other,0
DOG,Male,INJURED  MILD,STRAY,3,Spring,83.9,GRAY,0
DOG,Female,ILL MODERATETE,STRAY,8,Summer,36.5,WHITE,0
CAT,Male,NORMAL,STRAY,7,Summer,2.0,BLACK,0
DOG,Spayed,ILL SEVERE,STRAY,1,Winter,60.9,BROWN,0
DOG,Male,UNDER AGE/WEIGHT,OWNER SURRENDER,9,Fall,1.0,WHITE,0
CAT,Female,NORMAL,STRAY,7,Summer,2.0,ORG TABBY,0
DOG,Spayed,NORMAL,OWNER SURRENDER,9,Fall,6.1,BROWN,0
DOG,Spayed,NORMAL,STRAY,1,Winter,24.3,BLACK,1
DOG,Spayed,NORMAL,OWNER SURRENDER,9,Fall,6.1,BROWN,1
DOG,Spayed,NORMAL,STRAY,10,Fall,12.2,TAN,1
DOG,Neutered,NORMAL,OWNER SURRENDER,9,Fall,6.1,BROWN,0
CAT,Male,ILL SEVERE,STRAY,10,Fall,2.0,Other,0
DOG,Spayed,NORMAL,OWNER SURRENDER,9,Fall,3.1,BROWN,0
CAT,Female,INJURED  SEVERE,STRAY,12,Winter,60.9,BRN TABBY,0
DOG,Spayed,NORMAL,OWNER SURRENDER,9,Fall,3.1,TRICOLOR,0
CAT,Neutered,INJURED  SEVERE,STRAY,11,Fall,60.9,WHITE,0
CAT,Neutered,NORMAL,STRAY,2,Winter,24.4,GRAY,0
CAT,Neutered,ILL MILD,STRAY,11,Fall,121.8,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,6,Summer,0.7,Other,0
CAT,Spayed,NORMAL,STRAY,9,Fall,2.0,BRN TABBY,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,6,Summer,0.7,ORG TABBY,0
CAT,Unknown,INJURED  MODERATE,STRAY,8,Summer,1.5,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,8,Summer,0.3,BLACK,0
CAT,Unknown,INJURED  MODERATE,STRAY,10,Fall,2.0,WHITE,0
CAT,Male,ILL MODERATETE,STRAY,7,Summer,1.5,BLACK,0
CAT,Male,ILL MILD,STRAY,10,Fall,2.0,BRN TABBY,1
CAT,Male,ILL MILD,STRAY,10,Fall,2.0,BRN TABBY,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.1,BRN TABBY,1
DOG,Neutered,ILL MILD,STRAY,8,Summer,146.1,TAN,1
CAT,Female,NORMAL,STRAY,5,Spring,1.1,BRN TABBY,0
DOG,Neutered,NORMAL,SAFE KEEP,2,Winter,12.4,BROWN,0
DOG,Spayed,NORMAL,OWNER SURRENDER,1,Winter,6.1,BLACK,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,Other,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,0.7,CALICO,1
DOG,Female,NORMAL,STRAY,12,Winter,81.8,RED,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,8,Summer,1.0,BRN TABBY,0
CAT,Male,NORMAL,STRAY,4,Spring,3.4,WHITE,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,1.4,LYNX PT,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,8,Summer,0.8,GRAY TABBY,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,BLACK,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,8,Summer,0.8,BRN TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.5,BLACK,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,1.5,ORG TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,1.5,BLACK,1
DOG,Spayed,NORMAL,STRAY,3,Spring,48.7,BROWN,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.3,BLACK,0
CAT,Neutered,INJURED  SEVERE,STRAY,2,Winter,24.3,GRAY,1
CAT,Male,INJURED  MODERATE,STRAY,9,Fall,2.1,BRN TABBY,1
DOG,Male,UNDER AGE/WEIGHT,STRAY,11,Fall,1.5,Other,0
DOG,Male,NORMAL,STRAY,1,Winter,24.3,WHITE,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,6,Summer,0.5,BLACK,1
DOG,Male,INJURED  MODERATE,STRAY,7,Summer,73.1,WHITE,0
CAT,Neutered,NORMAL,STRAY,10,Fall,2.0,BRN TABBY,1
DOG,Spayed,NORMAL,STRAY,7,Summer,48.7,TAN,1
CAT,Neutered,FRACTIOUS,STRAY,6,Summer,60.9,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,8,Summer,132.3,BROWN,0
DOG,Male,INJURED  SEVERE,STRAY,6,Summer,12.2,BROWN,0
CAT,Male,UNDER AGE/WEIGHT,STRAY,7,Summer,1.8,GRAY TABBY,0
CAT,Spayed,INJURED  MODERATE,STRAY,10,Fall,1.0,GRAY TABBY,0
DOG,Male,ILL SEVERE,STRAY,10,Fall,3.1,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,5,Spring,14.1,WHITE,0
DOG,Male,INJURED  MODERATE,STRAY,3,Spring,146.1,WHITE,0
DOG,Spayed,NORMAL,STRAY,12,Winter,73.1,BROWN,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,0.1,BLACK,0
CAT,Spayed,NORMAL,STRAY,8,Summer,1.0,WHITE,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,7,Summer,1.3,CALICO,1
DOG,Neutered,NORMAL,OWNER SURRENDER,8,Summer,84.5,BLACK,1
DOG,Male,NORMAL,STRAY,11,Fall,24.4,BLACK,1
DOG,Male,INJURED  MILD,STRAY,5,Spring,60.9,FAWN,0
DOG,Female,ILL MILD,STRAY,11,Fall,96.0,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,5,Spring,0.7,CALICO,0
DOG,Female,NORMAL,STRAY,12,Winter,16.1,BROWN,0
CAT,Neutered,ILL MODERATETE,STRAY,7,Summer,2.0,BLACK,1
DOG,Female,ILL MODERATETE,OWNER SURRENDER,6,Summer,36.5,WHITE,0
DOG,Male,NORMAL,STRAY,8,Summer,48.7,BLACK,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,1.5,ORG TABBY,1
CAT,Unknown,INJURED  SEVERE,STRAY,6,Summer,3.1,BRN TABBY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,1.5,BRN TABBY,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,6,Summer,1.8,GRAY TABBY,0
DOG,Spayed,NORMAL,WELFARE SEIZED,7,Summer,67.8,TAN,1
DOG,Male,I/I REPORT,STRAY,4,Spring,97.4,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,2.0,BLACK,0
DOG,Male,AGED,STRAY,5,Spring,121.7,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,9,Fall,2.0,BRN TABBY,0
CAT,Neutered,NORMAL,STRAY,11,Fall,3.0,ORG TABBY,1
CAT,Unknown,NORMAL,STRAY,6,Summer,1.0,BLACK,0
CAT,Neutered,NORMAL,STRAY,11,Fall,3.0,ORG TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,9,Fall,0.5,BLACK,0
CAT,Spayed,NORMAL,STRAY,11,Fall,3.0,CALICO,1
DOG,Male,NORMAL,STRAY,7,Summer,60.9,BLACK,0
CAT,Spayed,ILL MILD,STRAY,2,Winter,24.3,Other,0
CAT,Neutered,ILL SEVERE,STRAY,6,Summer,121.7,TAN,0
DOG,Male,NORMAL,STRAY,6,Summer,32.8,BR BRINDLE,0
DOG,Male,NORMAL,STRAY,12,Winter,36.5,BLACK,0
CAT,Unknown,ILL SEVERE,STRAY,5,Spring,1.0,GRAY,0
CAT,Male,NORMAL,STRAY,3,Spring,5.0,BRN TABBY,0
DOG,Neutered,INJURED  MILD,STRAY,9,Fall,97.4,BROWN,1
CAT,Neutered,NORMAL,STRAY,3,Spring,4.0,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,4,Spring,24.4,TAN,1
CAT,Male,ILL SEVERE,STRAY,9,Fall,97.4,GRAY,0
DOG,Spayed,NORMAL,STRAY,12,Winter,185.5,WHITE,0
CAT,Female,INJURED  SEVERE,STRAY,8,Summer,3.1,CALICO,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,7,Summer,0.9,BLACK,1
DOG,Male,NORMAL,STRAY,5,Spring,24.3,BROWN,0
CAT,Spayed,NORMAL,STRAY,3,Spring,12.2,WHITE,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,2.8,GRAY TABBY,1
DOG,Female,NORMAL,STRAY,4,Spring,36.5,GRAY,0
CAT,Spayed,NORMAL,STRAY,10,Fall,2.0,ORG TABBY,1
DOG,Female,NORMAL,STRAY,3,Spring,24.3,BROWN,0
DOG,Male,NORMAL,STRAY,2,Winter,60.9,GRAY,0
CAT,Spayed,NORMAL,STRAY,10,Fall,2.0,BRN TABBY,1
CAT,Spayed,NORMAL,STRAY,10,Fall,1.8,WHITE,1
DOG,Male,NORMAL,OWNER SURRENDER,10,Fall,24.4,BLACK,0
DOG,Neutered,NORMAL,STRAY,9,Fall,97.4,CREAM,1
CAT,Neutered,ILL MODERATETE,STRAY,12,Winter,5.1,BLACK,1
DOG,Spayed,ILL SEVERE,STRAY,3,Spring,60.9,TRICOLOR,1
DOG,Male,ILL SEVERE,CONFISCATE,10,Fall,212.4,BLACK,0
CAT,Male,INJURED  SEVERE,STRAY,11,Fall,60.9,ORANGE,0
DOG,Male,NORMAL,CONFISCATE,3,Spring,12.2,BROWN,0
DOG,Male,NORMAL,STRAY,6,Summer,24.3,RED,0
DOG,Female,NORMAL,STRAY,11,Fall,121.8,BLACK,0
DOG,Male,NORMAL,STRAY,3,Spring,12.2,WHITE,0
DOG,Spayed,NORMAL,STRAY,7,Summer,10.1,BROWN,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,10,Fall,24.3,TAN,1
CAT,Male,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BLACK,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BLACK,0
DOG,Male,NORMAL,STRAY,2,Winter,73.0,WHITE,0
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BLACK,0
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,9,Fall,0.2,BRN TABBY,1
DOG,Spayed,NORMAL,STRAY,2,Winter,36.5,WHITE,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,0.2,GRAY TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.0,WHITE,0
CAT,Neutered,NORMAL,STRAY,9,Fall,5.1,ORG TABBY,1
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,4,Spring,0.0,GRAY,0
CAT,Neutered,INJURED  MILD,STRAY,12,Winter,6.1,GRAY,1
CAT,Female,NORMAL,STRAY,7,Summer,24.3,Other,0
DOG,Spayed,NORMAL,STRAY,11,Fall,12.2,Other,1
CAT,Spayed,NORMAL,WELFARE SEIZED,8,Summer,1.5,GRAY TABBY,1
CAT,Female,UNDER AGE/WEIGHT,STRAY,4,Spring,0.1,BRN TABBY,0
CAT,Female,NORMAL,STRAY,6,Summer,3.1,BRN TABBY,0
DOG,Neutered,NORMAL,STRAY,8,Summer,12.0,BROWN,1
CAT,Neutered,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,GRAY,1
DOG,Spayed,NORMAL,STRAY,5,Spring,24.3,GRAY,0
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,5,Spring,0.5,BLACK,1
CAT,Spayed,UNDER AGE/WEIGHT,STRAY,9,Fall,1.0,BLACK,1
DOG,Male,INJURED  MODERATE,STRAY,10,Fall,10.1,WHITE,0
DOG,Spayed,NORMAL,STRAY,8,Summer,60.9,WHITE,1
DOG,Spayed,INJURED  MODERATE,STRAY,4,Spring,121.8,TAN,0
DOG,Spayed,NORMAL,STRAY,4,Spring,60.9,RED,1
CAT,Male,ILL MILD,STRAY,6,Summer,1.5,WHITE,0
CAT,Female,INJURED  SEVERE,STRAY,1,Winter,5.1,CALICO,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,3,Spring,0.1,BLACK,0
CAT,Unknown,UNDER AGE/WEIGHT,STRAY,10,Fall,0.5,BLACK,0
DOG,Neutered,NORMAL,STRAY,6,Summer,72.3,BLACK,1
DOG,Spayed,I/I REPORT,STRAY,7,Summer,12.2,BLACK,0
DOG,Spayed,NORMAL,OWNER SURRENDER,3,Spring,21.0,TAN,0
DOG,Spayed,NORMAL,STRAY,1,Winter,12.2,BROWN,1
DOG,Male,NORMAL,STRAY,11,Fall,36.5,RED,0
DOG,Male,I/I REPORT,OWNER SURRENDER,7,Summer,82.0,BROWN,0
CAT,Female,INJURED  SEVERE,STRAY,5,Spring,36.5,BRN TABBY,0
DOG,Male,I/I REPORT,OWNER SURRENDER,7,Summer,82.0,WHITE,0
DOG,Female,NORMAL,STRAY,7,Summer,24.4,BLACK,0
DOG,Neutered,NORMAL,STRAY,9,Fall,73.0,BROWN,0
DOG,Female,NORMAL,STRAY,11,Fall,12.2,WHITE,0
CAT,Neutered,ILL MILD,STRAY,2,Winter,121.7,BLACK,0
CAT,Female,INJURED  SEVERE,STRAY,6,Summer,12.2,BRN TABBY,0
DOG,Male,NORMAL,CONFISCATE,12,Winter,111.3,BROWN,0
